अकड़	اڪڙ
लाश	لاشو
लासानी	لاثاني
लासानी	لاساني
लाहिण	لاھڻ
लाहिणु	لاھڻ
लाहिणु	لاهڻ
लाही	لاهي
लाही	لاھي
लाहे	لاهي
लाहे	لاھي
लांघाऊ	لانگھائو
लांघो	لانگھو
लिक	لڪ
लिकल	لڪل
लिकलु	لڪل
लिकाइणु	لڪائڻ
लिकाए	لڪائي
लिकी	لڪي
लिख	لک
लिखण	لکڻ
लिखणु	لکڻ
लिखाइणु	لکائڻ
लिखावट	لکاوٽ
लिखिणी	لکڻي
लिखी	لکي
लिखंदड़	لکندڙ
लिख्यल	لکيل
लिख्यलु	لکيل
लिॻ	لڳ
लिॻलिॻ	لڳلڳ
लिॻलिॻदार	لڳلڳدار
लिॻलिॻयो	لڳلڳيو
लिॻलिॻो	لڳلڳو
लिचिकेदार	لچڪيدار
लिच्किणो	لچڪڻو
लिच्केदार	لچڪيدار
लिटरु	لٽر
लिन्गु	لنگ
लिपी	لپي
लिफ़ाफ़े	لفافي
लिफ़ाफ़ो	لفافو
लिबास	لباس
लिमो	لمو
लियाकत	لياڪت
लियाकत	لياقت
लियाको	لياڪو
लिहज़ु	لحاظ
लिहाज़	لحاظ
लिहाज़ी	لحاظي
लिहाज़ु	لحاظ
लीओ	ليئو
लीक	ليڪ
लीकणु	ليڪڻ
लीकांऊं	ليڪائون
लीको	ليڪو
लीड़	ليڙ
लीमो	ليمو
लीलाइणु	ليلائڻ
लीलाइणु	منٿ
लीलाईंदड़	ليلائيندڙ
लीलाए	ليلائي
लुचाई	لچائي
लुचो	لچو
लुट	لٽ
लुटणु	لٽڻ
लुटमार	لٽمار
लुटाए	لٽائي
लुटेरो	لٽيرو
लुड़	لڙ
लुड़क	لڙڪ
लुड़हणु;	لڙھڻ;
लुड़ाट्यल	لڙاٽيل
लुॾणु	لڏڻ
लुॾिणो	لڏڻو
लुॾंदड़	لڏندڙ
लुणणु	لڻڻ
लुभाइणु	لڀائڻ
लुभाईंदड़	لڀائيندڙ
लुंडो	لنڊو
लूणाठो	لوڻاٺو
लूणु	لوڻ
लूमड़ु	لومڙ
लूलो	لولو
लेख	ليک
लेखक	ليکڪ
लेखकु	ليکڪ
लेखणु	ليکڻ
लेखिणु	ليکڻ
लेखु	ليک
लेखे	ليکي
लेखो	ليکو
लेख्णी	ليکڻي
लेटणु	ليٽڻ
लेटाइणु	ليٽائڻ
लेती	ليتي
लेथिड़यूं	ليٿڙيون
लेथ्ड़णु	ليٿرڻ
लेप	ليپ
लेपो	ليپو
लेबल	ليبل
लेबिल	ليبل
लेसु	ليس
लोई	لوئي
लोक	لوڪ
लोकन	لوڪن
लोकु	لوڪ
लोक्नेता	لوڪنيتا
लोच	لوچ
लोड़हो	لوڙهو
लोड़हो	لوڙھو
लोॾणु	لوڏڻ
लोॾे	لوڏي
लोॾो	لوڏو
लोध	لوڌ
लोधणु	لوڌڻ
लोधे	لوڌي
लोभ	لوڀ
लोभी	لوڀي
लोभु	لوڀ
लोम्ड़ी	لومڙي
लोली	لولي
लोह	لوه
लोहार	لوھار
लोहु	لوه
लौंग	لونگ
लौंद्री	لونڊري
लंगूरु	لنگور
लंग्ड़ो	لنگڙو
लंघ	لانگھ
लंघ	لنگھ
लंघण	لنگھڻ
लंघणु	لنگھڻ
लंघाइणु	لنگھائڻ
लंघु	لنگھ
लंघे	لنگھي
लंबाई	لنبائي
लंबाईअ	لنبائيء
लंबी	لنبي
लंबो	لنبو
ल्याकत	لياقت
व	و
वकड़	وڪڙ
वकड़ु	وڪڙ
वकरु	وڪر
वकालत	وڪالت
वकित	وقت
वकील	وڪيل
वकुड़णु	وڪڙڻ
वकोड़णु	وڪوڙڻ
वक्त	وقت
वक्तसिरि	وقتسر
वक्ता	وڪتا
वक्ताइतो	وقتائتو
वक्ति	وقت
वक्तु	وقت
वग़ेरह	وغيره
वग़ैरह	وغيره
वॻा	وڳا
वॻो	وڳو
वघार	وگھار
वचन	وچن
वचनु	وچن
वचूड़ो	وچوڙو
वच्ड़ाइणु	وچڙائڻ
वछ्ड़ो	وڇڙو
वज़न	وزن
वज़नाइतो	وزنائتو
वज़नु	وزن
वज़न्दार	وزندار
वज़ीफ़ो	وظيفو
वज़ीर	وزير
वजूद	وجود
वज़्नाइतो	وزنائتو
वॼण	وڄڻ
वॼणु	وڃڻ
वॼाइणु	وڄائڻ
वॼंदड़	وڄندڙ
वझु	وجھ
वञण	وڃڻ
वञणु	وڃڻ
वञनु	وڃڻ
वञी	وڃي
वञ्णु	وڃڻ
वटणु	وٽڻ
वटां	وٽان
वटि	وٽ
वटिजणु	وٽجڻ
वटी	وٽي
वटु	وٽ
वठण	وٺڻ
वठणु	وٺڻ
वठहणु	وٺڻ
वठाइणु	وٺائڻ
वठि	وٺ
वठी	وٺي
वठंदड़	وٺندڙ
वॾ	وڏ
वॾन	وڏن
वॾपिणो	وڏپڻو
वॾवातो	وڏواتو
वॾा	وڏا
वॾाई	وڏائي
वॾी	وڏي
वॾीअ	وڏيء
वॾे	وڏي
वॾेरे	وڏيري
वॾेरो	وڏيرو
वॾो	وڏو
वढ	وڍ
वढणु	وڍڻ
वढींदड़	وڍيندڙ
वण	وڻ
वणटण	وڻٽڻ
वणणु	وڻڻ
वणु	وڻ
वणंदड़	وڻندڙ
वतन	وطن
वतनी	وطني
वथणु	وٺڻ
वथाणु	وٿاڻ
वदी	وڌي
वदो	وڏو
वद्हणु	وڌڻ
वधण	وڌڻ
वधणु	وڌڻ
वधाइणु	وڌائڻ
वधाईंदड़	وڌائيندڙ
वधाईंदड़ु	وڌائيندڙ
वधाउ	وڌاء
वधि	وڌ
वधी	وڌي
वधीक	وڌيڪ
वनस्पती	ونسپتي
वन्ढणु	ونڊڻ
वन्श	ونش
वन्शु	ونش
वफ़ा	وفا
वफ़ाई	وفائي
वफ़ात	وفات
वफ़ादार	وفادار
वफ़ादारी	وفاداري
वराइणु	ورائڻ
वराए	ورائي
वराणी	وراڻي
वरी	وري
वरु	ور
वरुण	ورڻ
वरो	وارو
वर्कु	ورق
वर्णन	ورڻن
वर्ताउ	ورتاء
वर्दी	وردي
वर्वकड़	وروڪڙ
वर्वकड़दार	وروڪڙدار
वर्वकड़ु	وروڪڙ
वर्सी	ورثي
वर्सी	ورسي
वर्से	ورثي
वर्से	ورسي
वर्सो	ورثو
वलर	ولر
वलरु	ولر
वलि	جي
वलि	ولي
वली	ولي
वस	وس
वसणु	وسڻ
वसाइणु	وسائڻ
वसि	وس
वसिजणु	وسجڻ
वसियल	وسيل
वसी	وسي
वसीले	وصيلي
वसीलो	وسيلو
वसीहत	وصيحت
वसु	وس
वसूल	وصول
वसूली	وصولي
वसूलीअ	وصوليء
वसंदड़	وسندڙ
वस्कारो	وسڪارو
वस्तू	وستو
वस्फ़	وصف
वस्यलु	وسيل
वहक	وهڪ
वहणु	وھڻ
वहणु	وهڻ
वहम	وهم
वहमी	وهمي
वहमु	ڀهم
वहाइणु	ڀهائڻ
वहाए	وھائي
वहिम	وھم
वहिशी	وحشي
वहिशी	وهشي
वहिश्यत	وحشيت
वहिंवरु	وھنوار
वहिंवार	وھنوار
वहिंवार	ونھوار
वहिंवार	وهنوار
वहिंवारिक	وهنوارڪ
वहिंवारु	وهنوار
वही	وهي
वहंदड़	وھندڙ
वहंदड़	وھندر
वहंदड़	وهندڙ
वहंदर	وهندڙ
वह्किरो	وهڪرو
वह्क्रो	وهڪرو
वह्मि	وھمي
वह्मी	وھمي
वह्मी	وهمي
वह्शत	وحشت
वह्शी	وحشي
वाइड़ो	وائڙو
वाइदो	واعدو
वाइवेला	وائويلا
वाइसी	وائسي
वाई	وائي
वाउखाई	وائکائي
वाउरणु	وائرڻ
वाऊ	وارو
वाक	واڪ
वाक	واڪا
वाकई	واقع
वाका	واڪا
वाकिओ	واقعو
वाकिफ़	واقف
वाकु	واڪ
वाकुफ़	واقف
वाके	واڪ
वाको	واڪو
वाक्फ़्यत	واقفيت
वाखाण	واکاڻ
वाखाणि	واکاڻ
वाॻ	واڳ
वाघू	واگھو
वाङणाई	واڱڻائي
वाङणु	واڱڻ
वाङ्णाई	واڱڻائي
वाचूड़ो	واچوڙو
वाचूड़ो	واڇوڙو
वाजिब	واجب
वाजिबी	واجبي
वाजिबु	واجب
वाज्बी	واجبي
वाज्ब्यत	واجبيت
वाॼो	واڄو
वाझाइणु	واجھائڻ
वाट	واٽ
वाटहिड़ू	واٽهڙو
वाटह्ड़ू	واٽهڙو
वाड़ो	واڙو
वाढो	واڍو
वाणी	واڻي
वात	وات
वातावरणु	واتاورڻ
वातु	وات
वादी	وادي
वादु	واد
वाधाई	واڌائي
वाधारेवारो	واڌاريوارو
वाधारो	واڌارو
वाधि	واڌ
वाधू	واڌو
वापस	واپس
वापसि	واپس
वापार	واپار
वापारी	واپاري
वापारु	واپار
वाप्राइणु	واپرائڻ
वाप्राईंदड़	واپرائيندڙ
वाप्सी	واپسي
वायू	وايو
वार	وار
वारनि	وارن
वारिस	وارث
वारी	واري
वारु	وار
वारे	واري
वारो	وآرو
वारो	وارو
वारंट	وارنٽ
वाल	وال
वालारणु	والارڻ
वालु	وال
वाशरु	واشر
वासणु	واسڻ
वासी	واسي
वासु	واس
वास्तव	واستو
वास्तविक्ता	واستوڪتا
वास्ते	واسطي
वास्तेडार	واستيدار
वास्तेदार	واسطيدار
वास्तो	واستو
वास्तो	واسطو
वास्त्ए	واسطي
वास्ना	واسنا
वास्नामय	واسنامي
वाह	وا
वाह	واه
वाहणु	واهڻ
वाहाए	وھائي
वाहिदु	واحد
वाहियात	واهيات
वाहियात	واھيات
वाही	واهي
वाहु	واھ
वांगुर	ڪافور
वांगुर	وانگر
वांङणु	وانڱڻ
वांझ	وانجھ
वांझ्यल	وانجھيل
वांदो	واندو
विकामणु	وڪامڻ
विकामी	وڪامي
विकास	وڪاس
विकिणणु	وڪڻڻ
विकिरण	وڪرڻ
विकिरो	وڪرو
विक्णंदड़	وڪڻندڙ
विक्रे	وڪري
विक्रो	وڪرو
विख	وک
विखु	وک
विग्यान	ڀگيان
विग्यान	وگيان
विग्यानिक	وگيانڪ
विग्यानी	وگياني
विॻोड़	وڳوڙ
विच	وچ
विचवारो	وچوارو
विचार	وچار
विचारक	وچارڪ
विचां	وچان
विचि	وچ
विचित्रता	وچترتا
विचीं	وچين
विचु	وچ
विचें	وچين
विचोरु	وچور
विचोलो	وچولو
विचोलो	وچولوم
विचों	وچون
विच्ड़न्दड़	وچرندڙ
विच्ड़ी	وچڙي
विछाइणु	وڇائڻ
विछूं	وڇون
विछोटी	وڇوٽي
विछोड़णु	وڇوڙڻ
विछोड़ींदड़	وڇوڙيندڙ
विछोड़ो	وڇوڙو
विछोत	وڇوٽ
विजई	وجئي
विजय	وجي
विजेता	وجيتا
विॼु	وڄ
विझणु	پوڻ
विझणु	ڪرڻ
विझणु	وجھڻ
विझी	وجھي
विझंदड़	وجھندڙ
विञाइणु	وڃائڻ
विञाऊ	وڃائو
विञायल	وڃايل
विठि	وٺ
विड़हणु	وڙهڻ
विड़हंदड़	وڙهندڙ
विड़हंदर	وڙھندر
विड़ह्यल	وڙھيل
विथी	وٿي
विदाई	ودائي
विदेशी	وديشي
विद्या	وديا
विद्यार्थी	وديارٿي
विद्यार्थी	وڌيارٿي
विद्यालय	وديالي
विद्यालू	وديالو
विद्रोह	ودروه
विद्रोही	ودروهي
विद्वान	ودوان
विद्वानु	ودوان
विधाता	وڌاتا
विधिवा	وڌوا
विधीअ	وڌيء
विनाश	وناش
विनीट	ونيت
विन्जोॻ	ونجوڳ
विन्दुराइणु	وندرائڻ
विफिलणु	وڦلڻ
विफिलंदड़ु	وڦلندڙ
विफ्ल्यलु	وڦليل
विभाॻ	وڀاڳ
विभाॻु	وڀاڳ
विभ्चार	وڀچار
विभ्चारी	وڀچاري
विमाण	وماڻ
विमानु	ومان
वियल	ويل
वियलु	ويل
वियामणु	ويامڻ
वियो	ويو
विरासत	وراست
विराहिणु	وراھڻ
विराहींदड़ु	وراھيندڙ
विरोध	وروڌ
विरोधी	وروڌي
विरोधु	وروڌ
विर्खु	ورک
विर्चाऊ	ورچائو
विर्छ	ورڇ
विर्छे	ورڇي
विर्तु	ورت
विर्लाप	ڀرلاپ
विर्लाप	ورلاپ
विर्ले	ورلي
विर्लो	ورلو
विर्हाइणु	ورھائڻ
विर्हाङो	ورهاڱو
विर्हायल	ورهايل
विर्हासत	ورهاست
विलाइती	ولائتي
विलायत	ولايت
विलासी	ولاسي
विलोड़णु	ولوڙڻ
विलोड़ो	ولوڙو
विवाह	وواه
विवाहित	وواھت
विविध्ता	ووڌتا
विवेक	وويڪ
विवेकी	ووڪي
विवेकी	وويڪي
विवेकु	وويڪ
विशय	وشي
विशाद	وشاد
विशाल	وشال
विश्वकोश	وشوڪوش
विश्वास	وشواس
विश्वास्घाती	وشواسگھاتي
विश्वास्घातु	وشواسگھات
विसाइणु	وسائڻ
विसामण	وسامڻ
विसामंदड़	وسامندڙ
विसारणु	وسارڻ
विसो	وسو
विस्आइणु	وسائڻ
विस्तार	وستار
विस्तारु	وستار
विहण	وهڻ
विहणु	وھڻ
विहणु	وهڻ
विहणु	ويھڻ
विहाणो	وهاڻو
विहार	وهار
विहारणु	وھارڻ
विहारणु	وهارڻ
विहार्यल	وهاريل
विहांअ	وھانء
विहांउ	وھانء
विहांउ	وهانء
विहिंझणु	وھنجھڻ
विहु	وه
विंदुर	وندر
विंद्राइणु	وندرائڻ
विंद्राईंदड़	وندرائيندڙ
वीचार	ويچار
वीचारकु	ويچارڪ
वीचारणु	ويچارڻ
वीचारियल	ويچاريل
वीचारु	ويچار
वीचार्यल	ويچاريل
वीचार्वान	ويچاروان
वीचार्शक्ती	ويچارشڪتي
वीझणु	ويجھڻ
वीणा	ويڻا
वीमो	ويمو
वीर	تيزي
वीर	وير
वीरान	ويران
वीरानी	ويراني
वीरानु	ويران
वीरानो	ويرانو
वीरु	وير
वीर्ता	ويرتا
वीर्य	ويري
वीह	ويه
वेकरि	ويڪر
वेक्राई	ويڪرائي
वेक्रो	ويڪرو
वेख	ويک
वेगु	ويگ
वेॻाणो	ويڳاڻو
वेचारا	ويچارا
वेचार	ويچارا
वेचारा	ويچارا
वेचारो	ويچارو
वेझाई	ويجھائي
वेझिड़ाई	ويجھڙائي
वेझो	ويجھو
वेझ्ड़ाईअ	ويجھڙائيء
वेठल	ويٺل
वेठलु	ويٺل
वेड़हणु	ويرهڻ
वेड़हणु	ويڙهڻ
वेड़हींदड़	ويڙهيندڙ
वेड़हू	ويڙهو
वेड़हो	ويڙھو
वेणी	ويڻي
वेनती	وينتي
वेन्ती	وينتي
वेन्तीअ	وينتيء
वेरी	ويري
वेरु	وير
वेश्या	ويشيا
वेस	ويس
वेसर	ويسر
वेसरु	ڀيسر
वेसाह	ويساھ
वेसाही	ويساهي
वेसाही	ويساھي
वेसाहु	ويساه
वेसु	ويس
वेह्जी	ويهجي
वेंती	وينتي
वेंदड़	ويندڙ
वेंदे	ويندي
वैद	ويد
वैराॻ	ويراڳ
वैराॻु	ويراڳ
वैरान	ويران
वैरानी	ويراني
वैश्या	وئشيا
वैह्शी	وحشي
वोट	ووٽ
वोटु	ووٽ
वंकी	ونڪي
वंगो	ونگو
वंड	ونڊ
वंडणु	ونڊڻ
वंडाईंदड़ु	ونڊائيندڙ
वंडियलु	ونڊيل
वंश	ونش
वंशु	ونش
वंस	ونس
वंहिवार	وهنوار
वंहिंजणु	ونهنجڻ
वंह्वारु	ونهوار
व्यक्तीवादु	ويڪتيواد
व्यम	ويم
व्यलु	ويل
व्यवस्त्हित	ويوسٿت
व्यवस्था	ويوسٿا
व्याकुल	وياڪل
व्याकुल्ता	وياڪلتا
व्याक्रण	وياڪرڻ
व्याख्या	وياکيا
व्यापक	وياپڪ
व्रह्स्पत	ورھسپت
व्हेल	وهيل
शऊरु	شعور
शक	شڪ
शक	شق
शकाइतो	شڪائتو
शकिजी	شڪجي
शकी	شقي
शकी	شڪي
शकु	شڪ
शकु	شق
शक्जणु	شقجڻ
शक्ती	سھڻ
शक्ती	سختي
शक्ती	شڪتي
शक्तीहीन	شڪتيهين
शख़्स	شخص
शख़्सियत	شخصيت
शख़्सियत	شخصييت
शख़्सी	شخصي
शख़्सु	شخص
शगुन	شگن
शटरु	شٽر
शत्रंज	شطرنج
शनासी	شناسي
शनीवार	شنيوار
शफ़ाफ़	شفاف
शफ़ाफ़ी	شفافي
शफ़्तालू	شفتالو
शबद	شبد
शब्द	شبد
शब्दावली	شبداولي
शब्दु	شبد
शब्द्कोश	شبدڪوش
शब्द्भंडारु	شبدڀنڊار
शमादान	شمعدان
शम्बक	شمبڪ
शयूं	شيون
शरण	شرڻ
शरणि	شرڻ
शरम	شرم
शरम्नाक	شرمناڪ
शराफ़त	شرافت
शराब	شراب
शराबी	شرابي
शराबु	شراب
शरारत	شرارت
शरारती	شرارتي
शरीक	شريڪ
शरीर	شرير
शर्ड़ाटु	شرڙاٽ
शर्त	شرط
शर्ती	شرتي
शर्ती	شرطي
शर्तु	شرط
शर्बतु	شربت
शर्म	شرم
शर्मिंदगी	شرمندگي
शर्मिंदो	شرمندو
शर्मीलो	شرميلو
शल	شل
शश्माही	ششماهي
शस्त्र	شستر
शहर	شهر
शहरु	شهر
शहाणो	شهاڻو
शहिन्शाह	شهنشاھ
शहिर	شھر
शहिर	شهر
शहिरु	شھر
शह्ज़ादी	شهزادي
शह्ज़ादो	شهزادو
शह्तूत	شهتوت
शह्री	شهري
शह्वती	شھوتي
शाइकु	شائق
शाइर	شاعر
शाइरा	شاعرا
शाइरी	شاعري
शाइरु	شاعر
शाइस्तिगी	شائستگي
शाइस्तो	شائستو
शाख़	شآخ
शाख़	شاخ
शाख़	شاخا
शाख़ा	شاخا
शागिर्द	شاگرد
शागिर्द	شگرد
शागिर्दु	شاگرد
शादीا	شادي
शादी	شآدي
शादी	شادي
शादीअ	شاديء
शाद्माअनो	شادمانو
शाद्मानो	شادمانو
शान	شان
शानाइतो	شانائتو
शानु	شان
शान्ती	شانتي
शान्तीअ	شانتيء
शान्दार	شاندار
शाफ़ी	شافي
शाबास	شاباس
शाबासि	شاباس
शाबासी	شاباسي
शाम	شام
शामियानो	شاميانو
शामिल	شامل
शाम्यानो	شاميانو
शायद	شايد
शाला	شالا
शास्ट्‘र	شاستر
शास्त्र	شاستر
शास्त्रविधी	شاستروڌي
शास्त्री	شاستري
शाहाणो	شاھاڻو
शाहिद	شاهد
शाहिदी	شاهدي
शाही	شاهي
शाही	شاھي
शाहूकार	شاهوڪار
शाहूकारी	شاهوڪاري
शांत	شانت
शांती	شانتي
शांतीअ	شانتيء
शांतीमय	شانتيمي
शांदार	شاندار
शिकनि	شڪن
शिकस्त	شڪست
शिकस्तन	شڪستن
शिकस्ती	شڪستي
शिकस्तो	شڪستو
शिकायत	شڪايت
शिकार	شڪار
शिकारी	شڪاري
शिकारु	شڪار
शिकिल	شڪل
शिकिस्तिगी	شڪستگي
शिकंजो	شڪنجو
शिरेश्टु	شريشٽ
शिर्धा	شرڌا
शिलालेख	شلاليک
शिल्प्शाला	شلپشالا
शिशु	شش
शीख़	شيخ
शीदी	شيدي
शीरीन	شيرين
शीरीनी	شيريني
शीर्शक	شيرشڪ
शील्ता	شيلتا
शीशाऊं	شيشائون
शीशी	شيشي
शीशे	شيشي
शीशो	شيشو
शीहो	شيھو
शुकुर्गुज़ार	شڪرگزار
शुकुर्गुज़ारी	شڪرگزاري
शुकुर्वार	شڪروار
शुक्राणू	شڪراڻو
शुक्राना	شڪرانا
शुदा	شده
शुध	شڌ
शुधि	شڌ
शुधी	شڌي
शुभ	شڀ
शुमारु	شمار
शुरू	شروع
शुरूअ	شروع
शुरूआत	شروعات
शुरूआति	شروعاتي
शुरूआती	شروعاتي
शुरूआते	شروعاتي
शुरूउ	شروع
शूकणु	شوڪڻ
शूके	شوڪي
शूम	شوم
शेख़ी	شيخي
शेवा	شيوا
शेवाधारी	شيوداري
शै	شي
शै	شيء
शै	شئ
शै	شئي
शैतान	شيتان
शैतान	شيطان
शैतानी	شيطاني
शैतानु	شيطان
शैम्पू	شيمپو
शैरु	شعر
शोक	شوڪ
शोख़	شوخ
शोख़ीअ	شوخيء
शोड़	شوڙ
शोरु	شوڙ
शोर्बो	شوربو
शोलो	شولو
शोंक	شونق
शौक	شوق
शौक	شٓوق
शौकत	شوڪت
शौकीन	شوقين
शौकु	شق
शौकु	شوق
शंका	شنڪا
श्रधा	شرڌا
श्रधांजली	شرڌانجلي
श्री	شري
श्रीमती	شريمتي
श्रीमान	شريمان
श्रूउ	شروع
श्रेश्ट्ता	شريشٽتا
सक्ख्त	سخت
सक्रिय	سڪري
सख़तु	سخت
सखर	سکر
सख़ावत	سخاوت
सखिणो	سکڻو
सख़ी	سخي
सख़्णो	سخڻو
सख्णो	سکڻو
सख़्त	سخت
सख़्ती	سختي
सख़्तीअ	سختيء
सख़्तु	سخت
सग़ेरु	سغير
सॻ	سڳ
सॻाई	سڳائي
सॻु	سڳ
सॻुणु	سڳڻ
सॻो	سڳو
सॻोरो	سڳورو
सघ	سگھ
सघण	سگھڻ
सघणु	سگھڻ
सघारो	سگھارو
सघिजे	سگھجي
सघे	سگھي
सङ	سڱ
सङु	سڱ
सच	سچ
सचाई	سچائي
सचाईअ	سچائيء
सचार	سچار
सची	سچي
सचु	سچ
सचेत	سچيت
सचो	سچو
सच्पचु	سچ
सच्पचु	سچپچ
सज़ा	سزا
सजाइणु	سجائڻ
सजावट	سجاوٽ
सज्यल	سجيل
सॼण	سڄڻ
सॼणपिणो	سڄڻپاڻو
सॼणु	سڄڻ
सॼे	سڄي
सॼो	سڄو
सॼोई	سڄوئي
सटणु	سٽڻ
सटा	سٽا
सट्को	سٽڪو
सठि	سٺ
सड़क	سڙڪ
सड़ण	سڙڻ
सड़णु	سڙڻ
सड़यल	سڙيل
सड़ियलु	سڙيل
सड़ी	سڙي
सड़ो	سڙو
सॾ	سڏٰ
सॾणु	سڏڻ
सॾयल	سڏيل
सॾाइणु	سڏائڻ
सॾियलु	سڏيل
सॾु	سڏ
सणाओ	سڻائو
सण्भाणि	سڻڀاڻ
सण्भु	سڻڀ
सण्भो	سڻڀو
सत	ست
सतरियों	ستريون
सतह	سطح
सतही	سطحي
सताइणु	ستائڻ
सताईंडड़	ستائيندڙ
सताईंदड़	ستائيندڙ
सतायल	ستايل
सतारन	ستارن
सतिरोंह	سترونه
सतु	ست
सतों	ستون
सत्यता	ستيتا
सत्यवान	ستيوان
सत्यानास	ستياناس
सत्रहं	سترهن
सत्वाड़ो	ستواڙو
सथर	سٿر
सथो	ساٺو
सदल	سدل
सदा	سدا
सदाईं	سدائين
सदाचार	سداچار
सदाचारी	سداچاري
सदारत	صدارت
सदिको	صدقو
सदिरी	صدري
सदीअ	صديء
सद्भाव	سدڀاو
सद्भावु	سدڀاو
सद्मो	سدمو
सद्मो	صدمو
सद्री	صدري
सद्ल	سدل
सनक	سنڪ
सनान	سنان
सन्की	سنڪي
सन्कोच	سنڪوچ
सन्ग्दिल	سنگدل
सन्ॿंध	سنٻنڌ
सन्यास	سنياس
सन्यासी	سنياسي
सन्सनी	سنسني
सन्सनीख़ेज़	سنسنيخيز
सन्सारी	سنساري
सन्सारु	سنسار
सन्स्था	سنسٿا
सन्स्थाउन	سنسٿائن
सन्ही	سنهي
सन्हीं	سنھي
सन्हो	سنهو
सन्हो	سنھو
सन्हों	سنهو
सन्हों	سنهون
सपाटो	سپاٽو
सपु	سپ
सप्ने	سپني
सप्नो	سپنو
सफ़र	سفر
सफ़रु	سفر
सफ़ा	سفا
सफ़ा	صفا
सफ़ाई	سفائي
सफ़ाई	صفائي
सफ़ाईअ	سفائيء
सफ़ाईअ	صفائيء
सफ़ीर	سفير
सफ़ेद	سفيد
सबकु	سبق
सबब	سبب
सबबु	سب
सबबु	سبب
सबुर	شڪتي
सबुर	صبر
सबुरु	صبر
सबुर्वारो	صبروارو
सबूत	ثبوت
सॿाझो	سٻاجھو
सभ	سڀ
सभा	سڀا
सभाॻ	سڀاڳ
सभाॻो	سڀاڳو
सभापती	سڀاپتي
सभासद	سڀاسد
सभिनी	سڀني
सभियता	سڀيتا
सभु	سڀ
सभ्को	سڀڪو
सभ्नी	سڀني
सभ्य	سڀي
सभ्यता	سڀيتا
समझ्दार	سمجھدار
समन	سمن
समनु	سمن
समर्थक	سمرٿڪ
समर्थन	سمرٿن
समर्पण	سمرپڻ
समर्पनु	ثمرپن
समस्या	سمسيا
समह	سمه
समाइणु	سمائڻ
समाईंदड़	سمائيندڙ
समाए	سمائي
समाचरु	سماچار
समाचार	سماچار
समाज	سماج
समाजिक	سماجڪ
समाद्ही	سماڌي
समाधान	سماڌان
समाधी	سماڌي
समान	سمان
समान्ता	سمانتا
समापती	سماپتي
समापन	سماپن
समाप्ती	سماپتي
समायल	سمايل
समालोच्ना	سمالوچنا
समुजाइणु	سمجھائڻ
समुझ	سمجھ
समुझणु	سمجھن
समुझाणी	سمجھاڻي
समुझ्दारी	سمجھداري
समुंड	سمنڊ
समुंडु	سمنڊ
समूरो	سمورو
समेत	سميت
समेलन	سميلن
सम्कालिक	سمڪالڪ
सम्झ	سمجھ
सम्झण	سمجھڻ
सम्झणु	سمجھڻ
सम्झाइणु	سمجھائڻ
सम्झाईंदड़ु	سمجھائيندڙ
सम्झाणी	سمجھاڻي
सम्झी	سمجھي
सम्झू	سمجھو
सम्झोतो	سمجھوتو
सम्पदा	سمپدا
सम्पादक	سمپادڪ
सम्पादकी	سمپادڪي
सम्पादन	سمپادن
सम्पूरक	سمپورڪ
सम्भाव्न	سمڀاونا
सम्मोहक	سمموهڪ
सम्मोहणु	سمموهڻ
सम्मोहित	سمموھت
सर	سر
सरल	سرل
सराइ	سراء
सराई	سرائي
सराफ़	صراف
सरासर	سراسر
सरासरी	سراسري
सरासरु	سراسر
सरीखो	سريکو
सरूप	سروپ
सरोवर	سروور
सरौ	سر
सरंदे	سرندي
सर्कणु	سرڪڻ
सर्कार	سرڪار
सर्कारी	سرڪاري
सर्गरम	سرگرم
सर्गर्म	سرگرم
सर्गर्मी	سرگرمي
सर्गस	سرگس
सर्गोशी	سرگوشي
सर्ॻवासी	سرڳواسي
सर्ॻु	سرڳ
सर्चाइणु	سرچائڻ
सर्जणु	سرجڻ
सर्डर	سردار
सर्द	سرد
सर्दार	سردار
सर्दी	سردي
सर्दो	سردو
सर्नामो	سرنامو
सर्फ़े	سرفي
सर्फ़े	صرفي
सर्फ़ो	صرفو
सर्बस्तो	سربستو
सर्व	سلو
सर्स	سرس
सर्सराहट	سرسراهٽ
सर्सरी	اختصار
सर्सरी	سراسري
सर्सरी	سرسري
सर्सी	سرسي
सर्सु	سرس
सर्ह	سره
सर्हद	سرحد
सर्हो	سرهو
सलणु	سلڻ
सला	سلا
सलामत	سلامت
सलामती	سلامتي
सलामतीअ	سلامتيء
सलामतेअ	سلامتيء
सलामी	سلامي
सलाह	صلاح
सलाह्कार	صلاحڪار
सलूक	سلوڪ
सलो	سلو
सल्वार	سلوار
सवड़	سوڙ
सवलाई	سولائي
सवलाईअ	سولائيء
सवले	سولي
सवलो	سولو
सवाइ	سواء
सवाइ	سوائي
सवादी	سوادي
सवादु	سواد
सवारणु	سوارڻ
सवाल	سوال
सवालु	سوال
सवेल	سويل
सव्लाई	سولائي
सव्लाईअ	سولائيء
सव्लो	سولو
ससु	سس
सस्ताई	سستائي
सस्तो	سستو
सहज	سهج
सहज्ता	سهجتا
सहण	سھڻ
सहण	سهڻ
सहण	صبر
सहणु	سهڻ
सहन	سهن
सहन्शक्ती	سهنشڪتي
सहन्शील	سهنشيل
सहन्शील्ता	سهنشلتا
