अकड़	اڪڙ
वाके	واڪِ
वाको	واڪو
वाक्फ़्यत	واقفيت
वाखाण	واکاڻ
वाखाणि	واکاڻ
वाखाण्	واکاڻ
वाॻ	واڳ
वाघू	واگھو
वाघू	واگھوُ
वाङणाई	واڱڻائي
वाङणु	واڱَڻُ
वाङ्णाई	واڱڻائي
वाचूड़ो	واچوُڙو
वाचूड़ो	واچوڙو
वाचूड़ो	واڇوڙو
वाजिब	واجب
वाजिब	واجِب
वाजिबी	واجبي
वाजिबु	واجب
वाजिब्	واجب
वाजिब्	واجِب
वाज्बी	واجبي
वाज्ब्यत	واجبيت
वाॼो	واڄو
वाझाइणु	واجھائڻ
वाट	واٽ
वाट	واٽَ
वाटहिड़ू	واٽهڙو
वाटह्ड़ू	واٽهڙو
वाड़ो	واڙو
वाढो	واڍو
वाणी	واڻي
वात	وات
वातावरणु	واتاورڻ
वातु	وات
वादी	وادي
वादु	واد
वाधाई	واڌائي
वाधारेवारो	واڌاريوارو
वाधारो	واڌارو
वाधि	واڌ
वाधू	واڌو
वापस	واپس
वापसि	واپس
वापार	واپار
वापारी	واپاري
वापारु	واپار
वापार्	واپار
वाप्राइणु	واپرائِڻُ
वाप्राइणु	واپرائڻ
वाप्राईंदड़	واپرائيندڙ
वाप्राईंदड़्	واپرائيندڙ
वाप्सी	واپسي
वायू	وايوُ
वार	وار
वार	وارَ
वारनि	وارن
वारिस	وارث
वारिस्	وارث
वारी	واري
वारु	وار
वारे	واري
वारो	وآرو
वारो	وارو
वारंट	وارنٽ
वाल	والَ
वालारणु	والارڻ
वालु	وال
वाशरु	واشَرُ
वासणु	واسڻ
वासी	واسي
वासु	واس
वास्तव	واستَوَ
वास्तविक्ता	واستوڪتا
वास्ते	واسطي
वास्तेडार	واستيدار
वास्तेदार	واسطيدار
वास्तेदार्	واسطيدار
वास्तो	واستو
वास्तो	واسطو
वास्त्ए	واسطي
वास्ना	واسنا
वास्नामय	واسناميَ
वाह	واہ
वाह	واه
वाहणु	واهڻ
वाहाए	وھائي
वाहिदु	واحد
वाहियात	واهيات
वाहियात	واھيات
वाहियात्	واھيات
वाही	واهي
वाहु	واھ
वाह्	واہ
वांगुर	وانگر
वांगुर्	ڪافور
वांगुर्	وانگر
वांगुर्	وانگُر
वांङणु	وانڱڻ
वांझ	وانجھ
वांझ्यल्	وانجھيل
वांदो	واندو
विकामणु	وڪامڻ
विकामी	وڪامي
विकास	وڪاس
विकास्	وڪاس
विकिणणु	وڪڻڻ
विकिरण	وڪرڻ
विकिरो	وڪرو
विक्णंदड़्	وڪڻَندَڙ
विक्रे	وڪري
विक्रो	وڪرو
विख	وک
विखु	وک
विग्यान	ڀگيان
विग्यान	وگيان
विग्यानिक	وگيانڪ
विग्यानी	وگياني
विॻोड़	وڳوڙ
विच	وچ
विच	وِچَ
विचवारो	وچوارو
विचारक	وچارڪ
विचार्	وچار
विचां	وچان
विचि	وِچ
विचित्रता	وچترتا
विचीं	وچين
विचु	وچ
विचें	وچين
विचोरु	وچور
विचोलो	وچولو
विचोलो	وِچولو
विचोलो	وچولوم
विचों	وچون
विच्ड़न्दड़	وچرندڙ
विच्ड़न्दड़्	وچرندڙ
विच्ड़ी	وچڙي
विछाइणु	وڇائڻ
विछूं	وڇون
विछोटी	وڇوٽي
विछोड़णु	وڇوڙڻ
विछोड़ींदड़्	وڇوڙيندڙ
विछोड़ो	وڇوڙو
विछोत	وڇوٽ
विजई	وجئي
विजय	وجيَ
विजेता	وجيتا
विॼु	وڄ
विझणु	پوڻ
विझणु	ڪَرَڻُ
विझणु	وجھڻ
विझणु	وِجَھڻُ
विझणु	وِجھَڻ
विझणु	وِجھَڻُ
विझणु	وِجھڻُ
विझी	وجھي
विझंदड़	وجھندڙ
विझंदड़	وِجھَندَڙ
विझंदड़्	وجھندڙ
विञाइणु	وڃائڻ
विञाऊ	وڃائو
विञायल	وڃايل
विठि	وٺ
विड़्हणु	وڙهڻ
विड़्हंदड़	وڙهندڙ
विड़्हंदर्	وڙھندر
विड़्ह्यल्	وڙھيل
विथी	وٿي
विदाई	ودائي
विदेशी	وديشي
विद्या	وديا
विद्या	وِديا
विद्या	وَدَيا
विद्या	وِدِيا
विद्यार्थी	وديارٿي
विद्यार्थी	وڌيارٿي
विद्यालय	وديالي
विद्यालू	وديالو
विद्रोह	ودروه
विद्रोह	وِدِروه
विद्रोही	ودروهي
विद्रोही	ودروهيِ
विद्रोह्	ودروه
विद्वानु	ودوان
विद्वान्	ودوان
विधाता	وڌاتا
विधिवा	وڌوا
विधीअ	وڌيءَ
विनाश	وناش
विनीट	ونيت
विन्जोॻ	ونجوڳ
विन्दुराइणु	وندرائڻ
विफिलणु	وڦلڻ
विफिलंदड़ु	وڦلندڙ
विफ्ल्यलु	وڦليل
विभाॻ	وڀاڳ
विभाॻु	وڀاڳ
विभ्चारी	وڀچاري
विभ्चार्	وڀچار
विमाण्	وِماڻ
विमानु	ومان
वियल	وِيَلَ
वियलु	ويل
वियल्	ويل
वियामणु	ويامڻ
वियो	ويو
विरासत्	وراست
विराहिणु	وراھڻ
विराहींदड़ु	وراھيندڙ
विरोध	وروڌ
विरोधी	وروڌي
विरोधी	وِروڌيِ
विरोधु	وروڌ
विरोध्	وروڌ
विर्खु	ورک
विर्चाऊ	ورچائو
विर्छ	ورڇ
विर्छे	ورڇي
विर्तु	ورت
विर्लाप	ڀرلاپ
विर्लाप	ورلاپ
विर्ले	ورلي
विर्लो	ورلو
विर्हाइणु	ورھائڻ
विर्हाङो	ورهاڱو
विर्हायल	ورهايل
विर्हासत	ورهاست
विलाइती	ولائتي
विलायत	وِلايَت
विलासी	ولاسي
विलोड़णु	ولوڙڻ
विलोड़ो	ولوڙو
विवाह	وواه
विवाहित	وواھت
विविध्ता	ووڌتا
विवेक	وويڪ
विवेकी	ووڪي
विवेकी	وويڪي
विवेकु	وويڪ
विवेक्	وويڪ
विशय	وشيَ
विशाद	وشاد
विशाल	وشال
विशाल्	وشال
विश्वकोश	وشوڪوش
विश्वास	وشواس
विश्वास	وِشواس
विश्वास्घाती	وشواسگھاتي
विश्वास्घातु	وشواسگھات
विसाइणु	وسائڻ
विसामण	وسامڻ
विसामंदड़	وسامندڙ
विसारणु	وسارڻ
विसो	وسو
विस्आइणु	وِسائڻُ
विस्तार	وستار
विस्तारु	وستار
विहण	وهڻ
विहणु	وھڻ
विहणु	وهڻ
विहणु	ويھڻ
विहाणो	وهاڻو
विहार	وهار
विहारणु	وھارڻ
विहारणु	وهارڻ
विहारणु	وِهارَڻُ
विहार्यल	وهاريل
विहांअ	وھانءَ
विहांउ	وھانءُ
विहांउ	وهانءُ
विहिंझणु	وِھِنجھَڻُ
विहु	وه
विंदुर	وندر
विंदुर	وِندُرَ
विंद्राइणु	وندرائڻ
विंद्राइणु	وِندرائِڻُ
विंद्राईंदड़्	وِندرائيندَڙُ
वीचार	ويچار
वीचार	ويِچارَ
वीचारकु	ويچارڪ
वीचारणु	ويچارڻ
वीचारियल	ويچاريل
वीचारु	ويچار
वीचार्	ويچار
वीचार्यल	ويچاريل
वीचार्वान	ويچاروان
वीचार्वान्	ويچاروان
वीचार्शक्ती	ويچارشڪتي
वीझणु	ويجھڻ
वीणा	ويڻا
वीमो	ويمو
वीर	تَيزي
वीर	وير
वीरान	ويران
वीरानी	ويراني
वीरानु	ويران
वीरानो	ويرانو
वीरु	وير
वीर्ता	ويرتا
वीर्य	ويريَ
वीह	ويه
वेकरि	ويڪر
वेक्राई	ويڪرائي
वेक्रो	ويڪرو
वेख	ويک
वेगु	ويگ
वेॻाणो	ويڳاڻو
वेचारا	ويچارا
वेचार	ويچارا
वेचारा	ويچارا
वेचारो	ويچارو
वेझाई	ويجھائي
वेझिड़ाई	ويجھڙائي
वेझो	ويجھو
वेझ्ड़ाईअ	ويجھڙائيءَ
वेठल	ويٺل
वेठलु	ويٺل
वेड़्हणु	ويرهَڻُ
वेड़्हणु	ويڙهَڻُ
वेड़्हणु	ويڙهڻ
वेड़्हींदड़	ويڙهيندڙ
वेड़्हू	ويڙهو
वेड़्हो	ويڙھو
वेणी	ويڻي
वेनती	وينتي
वेन्ती	وينتي
वेन्तीअ	وينتيءَ
वेरी	ويري
वेरु	وير
वेरु	ويرُ
वेश्या	ويشيا
वेस	ويس
वेसर	ويسر
वेसरु	ڀيسر
वेसाह	ويساھ
वेसाही	ويساهي
वेसाही	ويساھي
वेसाहु	ويساه
वेसु	ويس
वेह्जी	ويهجي
वेंती	وينتي
वेंदड़	ويندڙ
वेंदे	وِيندي
वैद	ويد
वैराॻ	ويراڳ
वैराॻु	ويراڳ
वैरान	ويران
वैरानी	ويراني
वैरान्	وَيران
वैश्या	وئشيا
वैह्शी	وحشي
वोटु	ووٽ
वोट्	ووٽ
वंकी	ونڪي
वंगो	ونگو
वंड	ونڊ
वंडणु	ونڊڻ
वंडाईंदड़ु	ونڊائيندڙ
वंडियलु	ونڊيل
वंश	ونش
वंशु	ونش
वंस	ونس
वंहिवार	وهنوار
वंहिंजणु	ونهنجڻ
वंह्वारु	ونهوار
व्यक्तीवादु	ويڪتيواد
व्यम	ويم
व्यलु	ويل
व्यवस्त्हित	ويوسٿت
व्यवस्था	ويوسٿا
व्याकुल	وياڪل
व्याकुल्	وياڪل
व्याकुल्ता	وياڪلتا
व्याक्रण	وياڪرڻ
व्याख्या	وياکيا
व्यापक	وياپڪ
व्रह्स्पत्	ورھسپت
व्हेल	وهيل
शऊरु	شعور
शक	شڪ
शक	شق
शकाइतो	شَڪائِتو
शकिजी	شڪجي
शकी	شقي
शकी	شَڪيِ
शकी	شڪي
शकु	شڪ
शकु	شق
शक्जणु	شقجڻ
शक्ती	سَھَڻ
शक्ती	سَختي
शक्ती	شڪتي
शक्तीहीन	شڪتيهين
शख़्स	شخص
शख़्सियत	شخصيت
शख़्सियत	شخصييت
शख़्सी	شخصي
शख़्सु	شخص
शगुन	شگن
शटरु	شٽر
शत्रंज्	شطرنج
शनासी	شناسي
शनीवार	شنيوار
शफ़ाफ़	شفاف
शफ़ाफ़ी	شفافي
शफ़्तालू	شفتالو
शबद	شبد
शब्द	شبد
शब्दावली	شبداولي
शब्दु	شبد
शब्द्कोश	شبدڪوش
शब्द्भंडारु	شبدڀنڊار
शमादान्	شمعدان
शम्बक	شمبڪ
शयूं	شيون
शरण	شرڻ
शरणि	شرڻ
शरम	شرم
शरम्नाक	شرمناڪ
शराफ़त	شرافت
शराब	شراب
शराबी	شرابي
शराबु	شراب
शराबु	شَرابُ
शरारत	شرارت
शरारती	شرارتي
शरीक	شريڪ
शरीर	شرير
शर्ड़ाटु	شرڙاٽ
शर्त	شرط
शर्ती	شَرتيِ
शर्ती	شرطي
शर्तु	شرط
शर्बतु	شربت
शर्म	شرم
शर्मिंदगी	شرمندگي
शर्मिंदो	شرمندو
शर्मिंदो	شَرمِندو
शर्मीलो	شرميلو
शल	شل
शल	شَلَ
शश्माही	ششماهي
शस्त्र	شستر
शस्त्र	شَسِتِرَ
शस्त्र्	شستر
शहर	شهر
शहरु	شهر
शहाणो	شهاڻو
शहिन्शाह्	شَهِنشاھ
शहिर	شَھِرَ
शहिर	شھر
शहिर	شهر
शहिरु	شھر
शह्ज़ादी	شهزادي
शह्ज़ादो	شهزادو
शह्तूत	شهتوت
शह्री	شهري
शह्वती	شھوتي
शाइकु	شائق
शाइर	شاعر
शाइरा	شاعرا
शाइरी	شاعري
शाइरु	شاعر
शाइस्तिगी	شائستگي
शाइस्तो	شائستو
शाख़	شآخ
शाख़	شاخ
शाख़	شاخا
शाख़ा	شاخا
शागिर्द	شاگرد
शागिर्द	شگرد
शागिर्दु	شاگرد
शादीا	شادي
शादी	شآدي
शादी	شادي
शादीअ	شاديءَ
शाद्माअनो	شادمانو
शाद्मानो	شادمانو
शान	شان
शानाइतो	شانائتو
शानु	شان
शान्ती	شانتي
शान्तीअ	شانتيء
शान्दार	شاندار
शान्दार्	شاندار
शाफ़ी	شافي
शाबास	شاباس
शाबासि	شاباس
शाबासी	شاباسي
शामियानो	شاميانو
शामिल	شامل
शामिल्	شامل
शाम्	شام
शाम्यानो	شاميانو
शायद	شايد
शाला	شالا
शास्ट्‘र	شاستر
शास्त्र	شاستر
शास्त्रविधी	شاستروڌي
शास्त्री	شاستري
शाहाणो	شاھاڻو
शाहिद	شاهد
शाहिदी	شاهدي
शाही	شاهي
शाही	شاھي
शाहूकार	شاهوڪار
शाहूकारी	شاهوڪاري
शांत	شانت
शांती	شانتي
शांतीअ	شانتيءَ
शांतीमय	شانتيميَ
शांत्	شانت
शांदार	شاندار
शिकनि	شڪن
शिकस्त	شِڪَستَ
शिकस्त	شڪست
शिकस्तन्	شڪستن
शिकस्ती	شڪستي
शिकस्तो	شڪستو
शिकस्त्	شڪست
शिकायत	شڪايت
शिकायत्	شڪايت
शिकार	شڪار
शिकारी	شڪاري
शिकारु	شڪار
शिकिल	شڪل
शिकिल्	شڪل
शिकिस्तिगी	شڪستگي
शिकंजो	شڪنجو
शिरेश्टु	شريشٽ
शिर्धा	شرڌا
शिलालेख्	شلاليک
शिल्प्शाला	شلپشالا
शिशु	شش
शिशु	شِشُ
शीख़	شيخ
शीदी	شيدي
शीदी	شيِديِ
शीरीन	شيرين
शीरीनी	شيرينيِ
शीर्शक	شيرشڪ
शील्ता	شيلتا
शीशाऊं	شيشائون
शीशी	شيشي
शीशी	شيِشيِ
शीशे	شيشي
शीशे	شيِشي
शीशो	شيشو
शीशो	شيِشو
शीहो	شيھو
शुकुर्गुज़ार	شڪرگزار
शुकुर्गुज़ारी	شڪرگزاري
शुकुर्वार्	شڪروار
शुक्राणू	شڪراڻو
शुक्राना	شڪرانا
शुदा	شده
शुध	شڌ
शुधि	شڌ
शुधी	شڌي
शुभ	شڀ
शुमारु	شمار
शुरू	شروع
शुरूअ	شروع
शुरूआत	شروعات
शुरूआति	شروعاتي
शुरूआती	شروعاتي
शुरूआते	شروعاتي
शुरूआत्	شروعات
शुरूउ	شروع
शूकणु	شوڪڻ
शूके	شوڪي
शूम	شوم
शूम्	شوم
शेख़ी	شيخي
शेवा	شيوا
शेवाधारी	شيوداري
शै	شَي
शै	شيءَ
शै	شئ
शै	شَئ
शै	شئي
शैतान	شيتان
शैतान	شيطان
शैतान	شَيطان
शैतानी	شيطاني
शैतानु	شيطان
शैतान्	شيطان
शैम्पू	شيمپو
शैरु	شعر
शोक	شوڪ
शोख़	شوخ
शोख़ीअ	شوخيءَ
शोख़्	شوخ
शोड़्	شوڙ
शोरु	شوڙُ
शोर्बो	شوربو
शोलो	شولو
शोंक	شونق
शौक	شوق
शौक	شٓوق
शौकत	شوَڪت
शौकीन	شوقين
शौकीन	َشوقين
शौकीन्	شوقين
शौकु	شق
शौकु	شَوق
शंका	شنڪا
श्रधा	شرڌا
श्रधांजली	شرڌانجلي
श्री	شري
श्रीमती	شريمتي
श्रीमान	شريمان
श्रूउ	شروع
श्रेश्ट्ता	شريشٽتا
सक्ख्त्	سخت
सक्रिय	سڪريَ
सख़तु	سخت
सखर	سکر
सख़ावत	سخاوت
सखिणो	سکڻو
सख़ी	سخي
सख़्णो	سَخڻو
सख्णो	سکڻو
सख़्त	سخت
सख़्ती	سختي
सख़्तीअ	سختيءَ
सख़्तु	سخت
सख़्तु	سَخِتُ
सख़्त्	سخت
सग़ेरु	سغير
सॻ	سڳ
सॻाई	سَڳائيِ
सॻु	سڳ
सॻुणु	سڳڻ
सॻो	سڳو
सॻोरो	سڳورو
सघ	سگھ
सघण	سگھڻ
सघणु	سگھڻ
सघारो	سگھارو
सघिजे	سگھجي
सघे	سگھي
सङ	سڱ
सङु	سڱ
सच	سچ
सचाई	سچائي
सचाई	سَچائي
सचाईअ	سچائيءَ
सचार	سچار
सची	سچي
सचु	سچ
सचेत	سچيت
सचो	سچو
सचो	سَچو
सच्पचु	سچ
सच्पचु	سچپچ
सज़ा	سزا
सजाइणु	سجائڻ
सजावट	سجاوٽ
सज्यल	سجيل
सज्यल	سَجيل
सॼणपिणो	سڄڻپاِڻو
सॼणु	سڄڻ
सॼण्	سڄڻ
सॼे	سڄي
सॼो	سَڄو
सॼो	سڄو
सॼोई	سَڄوئي
सॼोई	سڄوئي
सटणु	سٽڻ
सटा	سَٽا
सट्को	سٽڪو
सठि	سٺ
सड़क	سڙڪ
सड़ण	سڙڻ
सड़णु	سڙڻ
सड़ियलु	سڙيل
सड़ी	سڙي
सड़ो	سڙو
सड़्यल	سڙيل
सॾ	سَڏَٰ
सॾणु	سَڏَڻُ
सॾणु	سڏڻ
सॾयल	سَڏِيَل
सॾाइणु	سڏائڻ
सॾियलु	سڏيل
सॾु	سڏ
सणाओ	سڻائو
सण्भाणि	سڻڀاڻ
सण्भु	سڻڀ
सण्भो	سڻڀو
सत	ست
सतरियों	سَتَرِيون
सतह	سطح
सतही	سطحي
सताइणु	ستائڻ
सताईंडड़	ستائيندڙ
सताईंदड़	ستائيندڙ
सतायल	ستايل
सतारन	ستارن
सतिरोंह	سَترونه
सतु	ست
सतु	سَتُ
सतों	ستون
सत्यता	ستيتا
सत्यवान	ستيوان
सत्यानास	ستياناس
सत्रहं	سترهن
सत्वाड़ो	ستواڙو
सथर	سٿر
सथो	ساٺو
सदल	سدل
सदा	سدا
सदाईं	سدائين
सदाचार	سداچار
सदाचारी	سداچاري
सदारत	صدارت
सदिको	صدقو
सदिरी	صدري
सदीअ	صديءَ
सद्भाव	سدڀاو
सद्भावु	سدڀاو
सद्मो	سدمو
सद्मो	صدمو
सद्री	صَدِريِ
सद्ल	سَدَلِ
सनक	سنڪ
सनान	سنان
सन्की	سنڪي
सन्कोच	سنڪوچ
सन्ग्दिल	سنگدل
सन्ॿंध्	سَنٻَنڌ
सन्यास	سنياس
सन्यासी	سنياسي
सन्सनी	سنسني
सन्सनीख़ेज़	سنسنيخيز
सन्सारी	سنساري
सन्सारु	سنسار
सन्स्था	سَنسِٿا
सन्स्थाउन	سنسٿائن
सन्ही	سنهي
सन्हीं	سنھي
सन्हो	سنهو
सन्हो	سنھو
सन्हों	سنهو
सन्हों	سنهون
सपाटो	سپاٽو
सपु	سپ
सप्ने	سپني
सप्नो	سپنو
सफ़र	سفر
सफ़रु	سفر
सफ़र्	سفر
सफ़ा	سفا
सफ़ा	صفا
सफ़ाई	سفائي
सफ़ाई	صفائي
सफ़ाईअ	سفائيءَ
सफ़ाईअ	صفائيءَ
सफ़ीर्	سفير
सफ़ेद्	سفيد
सबकु	سبق
सबबु	سب
सबबु	سبب
सबब्	سبب
सबुर	شَڪتي
सबुर	صبر
सबुर	صَبُرَ
सबुरु	صبر
सबुर्	صبر
सबुर्वारो	صبروارو
सबूत	ثبوت
सॿाझो	سٻاجھو
सभ	سڀ
सभा	سَڀا
सभा	سڀا
सभाॻ	سڀاڳ
सभाॻो	سڀاڳو
सभापती	سڀاپتي
सभासद	سڀاسد
सभिनी	سَڀِني
सभिनी	سڀني
सभियता	سڀيتا
सभु	سڀ
सभ्	سڀ
सभ्को	سَڀڪو
सभ्को	سڀڪو
सभ्नी	سڀني
सभ्य	سڀيَ
सभ्यता	سَڀيَتا
समझ्दार	سمجھدار
समन	سمن
समनु	سمن
समर्थक	سمرٿڪ
समर्थन	سمرٿن
समर्पण	سمرپڻ
समर्पनु	ثمرپن
समस्या	سمسيا
समह	سَمَه
समाइणु	سمائڻ
समाईंदड़	سمائيندڙ
समाए	سمائي
समाचरु	سماچار
समाचार	سماچار
समाज	سماج
समाजिक	سماجڪ
समाज्	سماج
समाद्ही	سماڌي
समाधान	سماڌان
समाधी	سماڌي
समान	سمان
समान्ता	سمانتا
समापती	سماپتي
समापन	سماپن
समापन्	سماپن
समाप्ती	سماپتي
समायल्	سمايل
समालोच्ना	سمالوچنا
समुजाइणु	سمجھائڻ
समुझ	سمجھ
समुझणु	سمجھن
समुझाणी	سمجھاڻي
समुझ्दारी	سمجھداري
समुंड	سمنڊ
समुंडु	سمنڊ
समूरो	سمورو
समूरो	سَمورو
समूरो	سَموُرو
समेत	سميت
समेलन्	سميلن
सम्कालिक	سمڪالڪ
सम्झ	سمجھ
सम्झ	سمجھَ
सम्झण	سمجھڻ
सम्झणु	سمجھڻ
सम्झाइणु	سمجھائڻ
सम्झाइणु	سمجھائڻُ
सम्झाइणु	سَمجھائِڻُ
सम्झाइणु	سَمجھائڻُ
सम्झाईंदड़ु	سمجھائيندڙ
सम्झाणी	سمجھاڻي
सम्झाणी	سَمجھاڻيِ
सम्झी	سمجھي
सम्झू	سمجھو
सम्झू	سمجھوُ
सम्झोतो	سمجھوتو
सम्पदा	سمپدا
सम्पादक	سمپادڪ
सम्पादकी	سمپادڪي
सम्पादन	سمپادن
सम्पूरक	سمپورڪ
सम्भाव्न	سمڀاونا
सम्मोहक	سمموهڪ
सम्मोहणु	سمموهڻ
सम्मोहित	سَمِموھِتِ
सर	سر
सरल	سرل
सराइ	سراءِ
सराई	سرائي
सराफ़	صراف
सरासर	سراسر
सरासरी	سراسري
सरासरु	سراسر
सरासर्	سراسر
सरीखो	سريکو
सरूप्	سروپ
सरोवर्	سروور
सरौ	سرہ
सरंदे	سرندي
सर्कणु	سرڪڻ
सर्कार	سرڪار
सर्कारी	سرڪاري
सर्गरम	سرگرم
सर्गर्म	سرگرم
सर्गर्मी	سرگرمي
सर्गस	سرگس
सर्गोशी	سرگوشي
सर्ॻवासी	سرڳواسي
सर्ॻु	سَرڳ
सर्चाइणु	سرچائڻ
सर्जणु	سرجڻ
सर्डर	سَردار
सर्दार्	سردار
सर्दी	سردي
सर्दो	سردو
सर्द्	سرد
सर्नामो	سرنامو
सर्फ़े	سرفي
सर्फ़े	صَرفي
सर्फ़ो	صرفو
सर्बस्तो	سربستو
सर्व	سلو
सर्स	سَرِسِ
सर्सराहट	سرسراهٽ
सर्सरी	اختصار
सर्सरी	سراسري
सर्सरी	سرسري
सर्सी	سرسي
सर्सु	سرس
सर्ह	سره
सर्हद	سرحد
सर्हो	سرهو
सलणु	سلڻ
सला	سلا
सलामत	سلامت
सलामती	سلامتي
सलामतीअ	سلامتيءَ
सलामतेअ	سلامتيءَ
सलामी	سلامي
सलाह	صلاح
सलाह	صَلاح
सलाह्	صلاح
सलाह्कार्	صلاحڪار
सलूक	سلوڪ
सलो	سلو
सलो	سَلو
सल्वार्	سلوار
सवड़	سوڙ
सवलाई	سولائي
सवलाईअ	سولائيءَ
सवले	سولي
सवलो	سولو
सवाइ	سواء
सवाइ	سواءِ
सवाइ	سَواءِ
सवाइ	سوائي
सवादी	سوادي
सवादु	سواد
सवारणु	سوارڻ
सवाल	سوال
सवालु	سوال
सवेल	سويل
सवेल	سَويلَ
सव्लाई	سولائي
सव्लाईअ	سولائيءَ
सव्लो	سولو
ससु	سس
सस्ताई	سستائي
सस्तो	سستو
सहज	سهج
सहज्ता	سهجتا
सहण	سھڻ
सहण	سهڻ
सहण	صَبُر
सहणु	سهڻ
सहणु	سَهَڻُ
सहन	سهن
सहन्शक्ती	سهنشڪتي
सहन्शील	سهنشيل
सहन्शील्ता	سهنشِلتا
सहन्शील्ता	سهنشيلتا
सहाइता	سھائتا
सहायक	سھايڪ
सहायक	سهايڪ
सहायक्	سھايڪ
सहारो	سھارو
सहारो	سهارو
सहिकन्दे	سهڪندي
सहिक्यल	سهڪيل
सहिंजु	سھنج
सही	سحيح
सही	سهي
सही	صحي
सही	صحيح
सही	صحيِح
सहीह	صحيح
सहीह्	صحيح
सहूलियत	سهوليت
सहूल्यत	سهوليت
सहूल्यत	سَهوُلِيَتَ
सहूल्यत	سھوليت
सहूल्यत	سھوُليَت
सहो	سهو
सहो	سھو
सहंदड़	سهندڙ
सह्कारी	سهڪاري
सह्कीअ	سَهڪيِءَ
सह्कंदो	سَهڪَندو
सह्क्रियाशील	سهڪرياشيل
सह्जो	سهجو
सह्ण	سھڻ
सह्मत्	سَھِمَت
सह्योगी	سهيوگي
साइत	ساعت
साइबान	سائبان
साइंस	سائنس
साइंस्दान	سائنسدان
साई	سائي
साईं	سائين
साईं	سائيِن
साओ	سائو
साकार	ساڪار
साख	آبرو
साख	ساک
साखाइतो	ساکائتو
साख़्तीअ	سختيءَ
साख्यात	ساکيات
साख्यात्	ساکيات
सागर	ساگر
सागरु	ساگر
सागू	ساگو
साॻयाई	ساڳيائي
साॻये	ساڳي
साॻये	ساڳئي
साॻयो	ساڳيو
साॻियो	ساڳيو
साॻीअ	ساڳيءَ
साॻे	ساڳي
साज़िशी	سازشي
साज़िश्	سازش
साज़ी	سازي
साज़ु	ساز
साञह	ساڃھ
साटिन	ساٽن
साड़णु	ساڙڻ
साड़ु	ساڙ
साड़े	ساڙي
साॾड़ु	ساڌڙ
साणु	ساڻ
साणो	ساڻو
साथी	ساٿي
साथु	ساٿ
साथ्	صحبت
सादिगी	سادگي
सादिगीअ	سادگيءَ
सादो	سادو
साधन	ساڌن
साधनु	ساڌن
साधन्	ساڌن
साधारण	سآڌارَڻُ
साधारण	ساڌارڻ
साधारणु	ساڌارڻ
साधितु	ساڌت
साधू	ساڌو
सान्त	سانت
सान्तीको	سانطيقو
साफ़	ساف
साफ़	صاف
साफ़ु	صاف
साफ़्	صاف
साफ़्गू	سافگوُ
साफ़्गू	صافگو
साबित	ثابت
साबित	صابت
साबिती	ثابتي
साबुण	سابڻ
साबुणु	صابڻ
साबू	سابو
साब्ती	ثابتي
साब्तीअ	ثابتيءَ
साभ्या	ساڀيا
सामगिरी	سامگري
सामग्री	سامگري
सामान	سامان
सामानु	سامان
सामान्	سامان
सामूंडी	سامونڊي
सामूंदी	سامونڊي
साम्ग्री	سامگري
साम्राज्य	سامراجِيَ
साम्हूं	سامهون
साम्हूं	سامھون
साम्हूं	ساڱهون
साम्हों	سامهون
सार	سار
साराह	ساراہ
साराह	ساراه
साराहिणु	ساراهِڻُ
साराह्	ساراه
साराह्णु	ساراهِڻُ
सारियूं	ساريون
सारु	پرز
सारु	سار
सारु	سارُ
सारो	سارو
सार्थक	سارٿڪ
सार्यूं	ساريون
साल	سال
सालिम	سالم
सालिम	سامل
सालियानो	ساليانو
साली	سالي
साल्	سال
साल्मी	سالمي
साल्यानो	ساليانو
सावक	ساوڪ
साव्धान	ساوڌان
साव्धानि	ساوڌان
साव्धानी	ساوڌاني
साव्धान्	ساوڌان
साश्टांग	ساشٽانگ
साह	ساه
साहस	ساھس
साहस	ساهس
साहित	ساهت
साहितिक	ساهتڪ
साहित्य	ساھتيَ
साहिबी	صاحبي
साहिब्	صاحب
साहिमी	ساهمي
साही	ساهي
साहु	ساھ
साहु	ساھُ
साहु	ساه
साहु	ساهُ
साह्तिक्	ساھتڪ
साह्तियकार्	ساھتيڪار
सां	سان
सांओं	سانئون
सांगु	سانگ
सांगे	سانگي
सांचो	سانچو
सांझी	سانجھي
सांढींदड़	سانڊيندڙ
सांढ्यल	سانڊيل
सांत	سانت
सांतीको	سانتيڪو
सांदह	سانده
सांभर	سانڀر
सांविरो	سانورو
सिक	سڪ
सिकणु	سڪڻ
सिकायल	سڪايل
सिके	سڪي
सिको	سڪو
सिखणु	سکڻ
सिखिया	سکيا
सिखंदड़	سکندڙ
सिख्या	سکيا
सिख्या	سِکيا
सिग्नल	سگنل
सिग्नल्	سگنل
सिङु	سڱ
सिङो	سڱو
सिज	سج
सिजु	سج
सिझाइणु	سجھائڻ
सिझ्यलु	سجھيل
सिट	سٽ
सिटुन	سٽن
सिणीअ	سڻيءَ
सितारन	سِتارَن
सितारो	ستارو
सिधांत	سڌانت
सिधांतु	سڌانت
सिधो	سڌو
सिनेमा	سنيما
सिप	سپ
सिपाही	سپاهي
सिफ़ारत्	سفارت
सिफ़ारश	سِفارَشِ
सिफ़ारिश	سفارش
सिबणु	سبڻ
सिम	سم
सिमणु	سمڻ
